post_id,date,platform,brand,content_format,reach,impressions,likes,comments,shares,saves
740,2026-05-11,TikTok,Aurora,LiveStream,27901,35645,1662,264,229,141
741,2026-05-11,Instagram,Nimbus,Carousel,25564,31150,1935,189,225,660
742,2026-05-11,Instagram,Nimbus,Reel,25095,41800,2599,126,461,461
743,2026-05-11,Instagram,Vela,Reel,37488,50672,4133,151,608,760
744,2026-05-12,Instagram,Aurora,Story,9952,16137,218,20,51,37
745,2026-05-12,Instagram,Nimbus,Story,16580,27865,621,33,80,78
746,2026-05-12,Instagram,Nimbus,Carousel,6955,9746,459,38,51,183
747,2026-05-12,TikTok,Nimbus,LiveStream,15794,22858,1018,184,147,49
748,2026-05-12,Instagram,Vela,Reel,16569,26994,1720,97,265,228
749,2026-05-12,TikTok,Vela,LiveStream,42424,49942,2237,497,441,133
750,2026-05-12,TikTok,Vela,Video,26603,32084,1873,136,391,332
751,2026-05-13,Instagram,Aurora,Image,13936,22217,943,43,86,162
752,2026-05-13,TikTok,Aurora,Video,14881,19311,1664,80,249,127
753,2026-05-13,Instagram,Nimbus,Carousel,10595,14523,623,63,129,182
754,2026-05-13,TikTok,Nimbus,LiveStream,11696,15951,874,142,96,50
755,2026-05-13,Instagram,Vela,Image,15101,17748,787,54,105,186
756,2026-05-13,TikTok,Vela,Video,63773,99373,6572,282,1150,535
757,2026-05-13,TikTok,Vela,Video,36090,41030,3370,140,508,284
758,2026-05-14,Instagram,Aurora,Story,37201,46093,1141,75,161,191
759,2026-05-14,TikTok,Aurora,LiveStream,20761,32185,1223,233,137,69
760,2026-05-14,TikTok,Vela,Video,17786,28185,1873,74,185,181
